area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Rural,County,41037,Lake County,"Lake, OR",5303,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3347,0.0060
Rural,County,41037,Lake County,"Lake, OR",5303,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2065,0.0060
Rural,County,41039,Lane County,"Lane, OR",38462,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5856,0.1571
Rural,County,41039,Lane County,"Lane, OR",38462,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2601,0.1616
Rural,County,41041,Lincoln County,"Lincoln, OR",10891,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6745,0.0399
Rural,County,41041,Lincoln County,"Lincoln, OR",10891,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3587,0.0398
Rural,County,41043,Linn County,"Linn, OR",20237,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6526,0.4096
Rural,County,41043,Linn County,"Linn, OR",20237,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6524,0.4094
Rural,County,41045,Malheur County,"Malheur, OR",8304,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4815,0.1085
Rural,County,41045,Malheur County,"Malheur, OR",8304,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4816,0.1086
Rural,County,41047,Marion County,"Marion, OR",23061,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6177,0.2795
Rural,County,41047,Marion County,"Marion, OR",23061,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5446,0.2721
Rural,County,41049,Morrow County,"Morrow, OR",5749,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5053,0.2540
Rural,County,41049,Morrow County,"Morrow, OR",5749,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5178,0.2707
Rural,County,41051,Multnomah County,"Multnomah, OR",6585,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6925,0.5789
Rural,County,41051,Multnomah County,"Multnomah, OR",6585,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6929,0.5795
Rural,County,41053,Polk County,"Polk, OR",9111,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3228,0.1538
Rural,County,41053,Polk County,"Polk, OR",9111,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2330,0.1480
Rural,County,41055,Sherman County,"Sherman, OR",1336,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4139,0.3975
Rural,County,41055,Sherman County,"Sherman, OR",1336,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4214,0.4207
Rural,County,41057,Tillamook County,"Tillamook, OR",11962,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8282,0.0210
Rural,County,41057,Tillamook County,"Tillamook, OR",11962,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1020,0.0210
Rural,County,41059,Umatilla County,"Umatilla, OR",13549,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5569,0.3963
Rural,County,41059,Umatilla County,"Umatilla, OR",13549,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4473,0.4023
Rural,County,41061,Union County,"Union, OR",6404,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3684,0.2847
Rural,County,41061,Union County,"Union, OR",6404,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3326,0.2998
Rural,County,41063,Wallowa County,"Wallowa, OR",5281,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4884,0.4884
Rural,County,41063,Wallowa County,"Wallowa, OR",5281,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4921,0.4920
Rural,County,41065,Wasco County,"Wasco, OR",6777,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3295,0.1663
Rural,County,41065,Wasco County,"Wasco, OR",6777,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2017,0.1687
Rural,County,41067,Washington County,"Washington, OR",16289,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5005,0.3494
Rural,County,41067,Washington County,"Washington, OR",16289,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5006,0.3496
Rural,County,41069,Wheeler County,"Wheeler, OR",1159,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3486,0.3486
Rural,County,41069,Wheeler County,"Wheeler, OR",1159,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3538,0.3538
Rural,County,41071,Yamhill County,"Yamhill, OR",14234,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3772,0.2496
Rural,County,41071,Yamhill County,"Yamhill, OR",14234,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3772,0.2496
Rural,County,42001,Adams County,"Adams, PA",30873,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8080,0.2320
Rural,County,42001,Adams County,"Adams, PA",30873,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8082,0.2322
Rural,County,42003,Allegheny County,"Allegheny, PA",15381,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9471,0.3556
Rural,County,42003,Allegheny County,"Allegheny, PA",15381,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9468,0.3396
Rural,County,42005,Armstrong County,"Armstrong, PA",24202,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7184,0.4959
Rural,County,42005,Armstrong County,"Armstrong, PA",24202,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7183,0.4958
Rural,County,42007,Beaver County,"Beaver, PA",24797,R,Any Technology,1.0000,1.0000,1.0000,0.9217,0.7571,0.2964
Rural,County,42007,Beaver County,"Beaver, PA",24797,B,Any Technology,1.0000,1.0000,1.0000,0.9117,0.7592,0.2993
Rural,County,42009,Bedford County,"Bedford, PA",24974,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6808,0.2101
Rural,County,42009,Bedford County,"Bedford, PA",24974,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6821,0.2103
Rural,County,42011,Berks County,"Berks, PA",49913,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8734,0.5306
Rural,County,42011,Berks County,"Berks, PA",49913,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8724,0.5249
Rural,County,42013,Blair County,"Blair, PA",17729,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8299,0.0197
Rural,County,42013,Blair County,"Blair, PA",17729,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8348,0.0198
Rural,County,42015,Bradford County,"Bradford, PA",24450,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6596,0.4651
Rural,County,42015,Bradford County,"Bradford, PA",24450,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5581,0.3389
Rural,County,42017,Bucks County,"Bucks, PA",37665,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9765,0.0766
Rural,County,42017,Bucks County,"Bucks, PA",37665,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9765,0.0705
Rural,County,42019,Butler County,"Butler, PA",42824,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.2601,0.2469
Rural,County,42019,Butler County,"Butler, PA",42824,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.2554,0.2425
Rural,County,42021,Cambria County,"Cambria, PA",33215,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8411,0.0764
Rural,County,42021,Cambria County,"Cambria, PA",33215,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8437,0.0766
Rural,County,42023,Cameron County,"Cameron, PA",4515,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7843,0.6769
Rural,County,42023,Cameron County,"Cameron, PA",4515,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7843,0.6769
Rural,County,42025,Carbon County,"Carbon, PA",23308,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9694,0.0523
Rural,County,42025,Carbon County,"Carbon, PA",23308,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9712,0.0520
Rural,County,42027,Centre County,"Centre, PA",28549,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7596,0.1650
Rural,County,42027,Centre County,"Centre, PA",28549,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7611,0.1667
Rural,County,42029,Chester County,"Chester, PA",42309,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8197,0.1859
Rural,County,42029,Chester County,"Chester, PA",42309,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8192,0.1835
Rural,County,42031,Clarion County,"Clarion, PA",21233,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3667,0.2165
Rural,County,42031,Clarion County,"Clarion, PA",21233,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3671,0.2165
Rural,County,42033,Clearfield County,"Clearfield, PA",32279,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.4951,0.0336
Rural,County,42033,Clearfield County,"Clearfield, PA",32279,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.4957,0.0345
Rural,County,42035,Clinton County,"Clinton, PA",11884,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6377,0.0622
Rural,County,42035,Clinton County,"Clinton, PA",11884,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6362,0.0468
Rural,County,42037,Columbia County,"Columbia, PA",16042,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5401,0.2946
Rural,County,42037,Columbia County,"Columbia, PA",16042,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.5318,0.2499
Rural,County,42039,Crawford County,"Crawford, PA",35508,R,Any Technology,1.0000,1.0000,1.0000,0.9967,0.3802,0.3765
Rural,County,42039,Crawford County,"Crawford, PA",35508,B,Any Technology,1.0000,1.0000,1.0000,0.9968,0.3791,0.3776
Rural,County,42041,Cumberland County,"Cumberland, PA",25749,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6928,0.3618
Rural,County,42041,Cumberland County,"Cumberland, PA",25749,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6932,0.3621
Rural,County,42043,Dauphin County,"Dauphin, PA",22627,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9068,0.2881
Rural,County,42043,Dauphin County,"Dauphin, PA",22627,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8837,0.0417
Rural,County,42045,Delaware County,"Delaware, PA",3292,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9903,0.3262
Rural,County,42045,Delaware County,"Delaware, PA",3292,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9903,0.3262
Rural,County,42047,Elk County,"Elk, PA",12355,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6693,0.4994
Rural,County,42047,Elk County,"Elk, PA",12355,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6693,0.4994
Rural,County,42049,Erie County,"Erie, PA",34201,R,Any Technology,1.0000,1.0000,1.0000,0.9995,0.7162,0.2333
Rural,County,42049,Erie County,"Erie, PA",34201,B,Any Technology,1.0000,1.0000,1.0000,0.9994,0.3028,0.2435
Rural,County,42051,Fayette County,"Fayette, PA",38761,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7302,0.2025
Rural,County,42051,Fayette County,"Fayette, PA",38761,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7397,0.2027
Rural,County,42053,Forest County,"Forest, PA",7846,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0236,0.0236
Rural,County,42053,Forest County,"Forest, PA",7846,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0240,0.0240
Rural,County,42055,Franklin County,"Franklin, PA",33852,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7204,0.2271
Rural,County,42055,Franklin County,"Franklin, PA",33852,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7205,0.2272
Rural,County,42057,Fulton County,"Fulton, PA",9705,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3479,0.1443
Rural,County,42057,Fulton County,"Fulton, PA",9705,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3483,0.1443
Rural,County,42059,Greene County,"Greene, PA",17941,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6167,0.5120
Rural,County,42059,Greene County,"Greene, PA",17941,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6180,0.5130
Rural,County,42061,Huntingdon County,"Huntingdon, PA",23078,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6143,0.0131
Rural,County,42061,Huntingdon County,"Huntingdon, PA",23078,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6169,0.0135
Rural,County,42063,Indiana County,"Indiana, PA",25993,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.5853,0.1402
Rural,County,42063,Indiana County,"Indiana, PA",25993,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.5853,0.1409
Rural,County,42065,Jefferson County,"Jefferson, PA",18828,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6824,0.2475
Rural,County,42065,Jefferson County,"Jefferson, PA",18828,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6824,0.2475
Rural,County,42067,Juniata County,"Juniata, PA",11641,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5178,0.2235
Rural,County,42067,Juniata County,"Juniata, PA",11641,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5178,0.2235
Rural,County,42069,Lackawanna County,"Lackawanna, PA",21904,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8448,0.2639
Rural,County,42069,Lackawanna County,"Lackawanna, PA",21904,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8347,0.1887
Rural,County,42071,Lancaster County,"Lancaster, PA",62237,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8571,0.5181
Rural,County,42071,Lancaster County,"Lancaster, PA",62237,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7972,0.3093
Rural,County,42073,Lawrence County,"Lawrence, PA",19668,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5967,0.0114
Rural,County,42073,Lawrence County,"Lawrence, PA",19668,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5988,0.0146
Rural,County,42075,Lebanon County,"Lebanon, PA",17212,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8512,0.0465
Rural,County,42075,Lebanon County,"Lebanon, PA",17212,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8513,0.0465
Rural,County,42077,Lehigh County,"Lehigh, PA",16512,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9366,0.0431
Rural,County,42077,Lehigh County,"Lehigh, PA",16512,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9360,0.0147
Rural,County,42079,Luzerne County,"Luzerne, PA",37993,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8489,0.4398
Rural,County,42079,Luzerne County,"Luzerne, PA",37993,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8211,0.2619
Rural,County,42081,Lycoming County,"Lycoming, PA",25854,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7023,0.3643
Rural,County,42081,Lycoming County,"Lycoming, PA",25854,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7024,0.3476
Rural,County,42083,McKean County,"McKean, PA",17754,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.6993,0.1664
Rural,County,42083,McKean County,"McKean, PA",17754,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.6650,0.1664
Rural,County,42085,Mercer County,"Mercer, PA",28981,R,Any Technology,1.0000,1.0000,1.0000,0.9758,0.3918,0.0902
Rural,County,42085,Mercer County,"Mercer, PA",28981,B,Any Technology,1.0000,1.0000,1.0000,0.9429,0.1483,0.0900
Rural,County,42087,Mifflin County,"Mifflin, PA",12613,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6853,0.1553
Rural,County,42087,Mifflin County,"Mifflin, PA",12613,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6869,0.1553
Rural,County,42089,Monroe County,"Monroe, PA",51995,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9651,0.1645
Rural,County,42089,Monroe County,"Monroe, PA",51995,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9629,0.0119
Rural,County,42091,Montgomery County,"Montgomery, PA",13783,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9710,0.2072
Rural,County,42091,Montgomery County,"Montgomery, PA",13783,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9710,0.2072
Rural,County,42093,Montour County,"Montour, PA",5163,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6181,0.5816
Rural,County,42093,Montour County,"Montour, PA",5163,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6181,0.5816
Rural,County,42095,Northampton County,"Northampton, PA",23781,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9598,0.0305
Rural,County,42095,Northampton County,"Northampton, PA",23781,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9582,0.0030
Rural,County,42097,Northumberland County,"Northumberland, PA",17657,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7042,0.6696
Rural,County,42097,Northumberland County,"Northumberland, PA",17657,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7042,0.6696
Rural,County,42099,Perry County,"Perry, PA",20615,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6324,0.2412
Rural,County,42099,Perry County,"Perry, PA",20615,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6324,0.2412
Rural,County,42103,Pike County,"Pike, PA",38158,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9340,0.0968
Rural,County,42103,Pike County,"Pike, PA",38158,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9215,0.0909
Rural,County,42105,Potter County,"Potter, PA",15506,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9608,0.7673
Rural,County,42105,Potter County,"Potter, PA",15506,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9279,0.7673
Rural,County,42107,Schuylkill County,"Schuylkill, PA",34595,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8480,0.4316
Rural,County,42107,Schuylkill County,"Schuylkill, PA",34595,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8201,0.3303
Rural,County,42109,Snyder County,"Snyder, PA",13945,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6466,0.5375
Rural,County,42109,Snyder County,"Snyder, PA",13945,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6469,0.5375
Rural,County,42111,Somerset County,"Somerset, PA",39277,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6052,0.0645
Rural,County,42111,Somerset County,"Somerset, PA",39277,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6067,0.0646
Rural,County,42113,Sullivan County,"Sullivan, PA",6236,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.4386,0.1148
Rural,County,42113,Sullivan County,"Sullivan, PA",6236,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.4376,0.0564
Rural,County,42115,Susquehanna County,"Susquehanna, PA",29248,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8341,0.7224
Rural,County,42115,Susquehanna County,"Susquehanna, PA",29248,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7080,0.6777
Rural,County,42117,Tioga County,"Tioga, PA",25053,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8411,0.3920
Rural,County,42117,Tioga County,"Tioga, PA",25053,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7237,0.2976
Rural,County,42119,Union County,"Union, PA",12071,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6946,0.4931
Rural,County,42119,Union County,"Union, PA",12071,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6981,0.4931
Rural,County,42121,Venango County,"Venango, PA",16878,R,Any Technology,0.9999,0.9999,0.9999,0.9995,0.3275,0.0198
Rural,County,42121,Venango County,"Venango, PA",16878,B,Any Technology,0.9999,0.9999,0.9999,0.9994,0.1585,0.0204
Rural,County,42123,Warren County,"Warren, PA",15748,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.4474,0.0926
Rural,County,42123,Warren County,"Warren, PA",15748,B,Any Technology,1.0000,1.0000,1.0000,0.9996,0.4072,0.0600
Rural,County,42125,Washington County,"Washington, PA",39574,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7821,0.3720
Rural,County,42125,Washington County,"Washington, PA",39574,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7819,0.3691
Rural,County,42127,Wayne County,"Wayne, PA",32242,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.7867,0.4185
Rural,County,42127,Wayne County,"Wayne, PA",32242,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.7848,0.4185
Rural,County,42129,Westmoreland County,"Westmoreland, PA",59600,R,Any Technology,1.0000,1.0000,1.0000,0.9361,0.8120,0.4171
Rural,County,42129,Westmoreland County,"Westmoreland, PA",59600,B,Any Technology,1.0000,1.0000,1.0000,0.9222,0.8131,0.4182
Rural,County,42131,Wyoming County,"Wyoming, PA",14660,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8458,0.3825
Rural,County,42131,Wyoming County,"Wyoming, PA",14660,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7924,0.0857
Rural,County,42133,York County,"York, PA",58124,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7102,0.0937
Rural,County,42133,York County,"York, PA",58124,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7083,0.0608
Rural,County,44001,Bristol County,"Bristol, RI",372,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9597,0.3602
Rural,County,44001,Bristol County,"Bristol, RI",372,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9435,0.1156
Rural,County,44003,Kent County,"Kent, RI",5160,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9750,0.0004
Rural,County,44003,Kent County,"Kent, RI",5160,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9426,0.0010
Rural,County,44005,Newport County,"Newport, RI",5892,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7505,0.3198
Rural,County,44005,Newport County,"Newport, RI",5892,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1185,0.0453
Rural,County,44007,Providence County,"Providence, RI",15333,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9541,0.0692
Rural,County,44007,Providence County,"Providence, RI",15333,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9000,0.0048
Rural,County,44009,Washington County,"Washington, RI",24429,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8537,0.0481
Rural,County,44009,Washington County,"Washington, RI",24429,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8209,0.0085
Rural,County,45001,Abbeville County,"Abbeville, SC",10713,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9765,0.9252
Rural,County,45001,Abbeville County,"Abbeville, SC",10713,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9434,0.9225
Rural,County,45003,Aiken County,"Aiken, SC",35507,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9710,0.8808
Rural,County,45003,Aiken County,"Aiken, SC",35507,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9738,0.8808
Rural,County,45005,Allendale County,"Allendale, SC",5443,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8808,0.7283
Rural,County,45005,Allendale County,"Allendale, SC",5443,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6155,0.1663
Rural,County,45007,Anderson County,"Anderson, SC",47758,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8745,0.2584
Rural,County,45007,Anderson County,"Anderson, SC",47758,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3292,0.2578
Rural,County,45009,Bamberg County,"Bamberg, SC",9280,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9109,0.5467
Rural,County,45009,Bamberg County,"Bamberg, SC",9280,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8170,0.3596
Rural,County,45011,Barnwell County,"Barnwell, SC",13768,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8610,0.6422
Rural,County,45011,Barnwell County,"Barnwell, SC",13768,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6661,0.2834
Rural,County,45013,Beaufort County,"Beaufort, SC",22684,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9447,0.1374
Rural,County,45013,Beaufort County,"Beaufort, SC",22684,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9441,0.1348
Rural,County,45015,Berkeley County,"Berkeley, SC",32723,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4363,0.4036
Rural,County,45015,Berkeley County,"Berkeley, SC",32723,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4288,0.4033
Rural,County,45017,Calhoun County,"Calhoun, SC",10816,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9830,0.9559
Rural,County,45017,Calhoun County,"Calhoun, SC",10816,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9608,0.9559
Rural,County,45019,Charleston County,"Charleston, SC",24746,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8746,0.3903
Rural,County,45019,Charleston County,"Charleston, SC",24746,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8663,0.3821
Rural,County,45021,Cherokee County,"Cherokee, SC",18611,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8547,0.2055
Rural,County,45021,Cherokee County,"Cherokee, SC",18611,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1208,0.0552
Rural,County,45023,Chester County,"Chester, SC",13016,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5424,0.2689
Rural,County,45023,Chester County,"Chester, SC",13016,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2415,0.1046
Rural,County,45025,Chesterfield County,"Chesterfield, SC",21348,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9060,0.8367
Rural,County,45025,Chesterfield County,"Chesterfield, SC",21348,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6504,0.6416
Rural,County,45027,Clarendon County,"Clarendon, SC",18598,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8434,0.7641
Rural,County,45027,Clarendon County,"Clarendon, SC",18598,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7868,0.7641
Rural,County,45029,Colleton County,"Colleton, SC",17889,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9906,0.8841
Rural,County,45029,Colleton County,"Colleton, SC",17889,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9906,0.8841
Rural,County,45031,Darlington County,"Darlington, SC",24053,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8507,0.1902
Rural,County,45031,Darlington County,"Darlington, SC",24053,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1046,0.0311
Rural,County,45033,Dillon County,"Dillon, SC",11697,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8479,0.2913
Rural,County,45033,Dillon County,"Dillon, SC",11697,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1232,0.0384
Rural,County,45035,Dorchester County,"Dorchester, SC",13944,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8475,0.6993
